artista,título,letra,gênero
Anitta,Envolver,"Paroles de la chanson Envolver par Anitta
Dime cómo hacemos
Si tú me desea' y yo a ti también
Hace rato te quiero comer
Di qué va' a hacer

Así que ponme un dembow, que ese no respeta
Tengo pa' ti la combi completa
Que no duro mucho soltera
Aprovéchame

Y no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)
Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)

Un perreíto pa' bellaquear
Pegaíto' a la pared (Pegaíto' a la pared)

Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo (Oh, oh)
Tú me quiere' perrear y yo quiero partirte
Cógelo a chiste
Y en cinco minuto' ya va' a venirte
Me tienes como pa' derretirte
Solo Dios sabe lo que me hiciste
Cógelo a chiste
Y en cinco minuto' ya va' a venirte
Me tiene' como pa' derretirte
Solo Dios sabe lo que me hiciste

Y no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)

Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)
Un perreíto pa' bellaquear
Pegaíto' a la pared (Pegaíto' a la pared)

Sexo y alcohol
Lo que pase aquí se va quedar
Yo sé que no me vas a olvidar
Si te hago el amor, si te hago el amor
Sexo y alcohol
Lo que pase aquí se va quedar (Quedar)
Yo sé que no me vas a olvidar
Si te hago el amor, si te hago el amor

Y no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)

Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te vaya' a envolver
Sé que lo hacemo' y tú va' a volver (Volver)
Un perreíto pa' bellaquear
Pegaíto' a la pared

Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo
Tú me quiere' perrear y yo quiero partirte
Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo
Tú me quiere' perrear y yo quiero partirte
Dime cómo hacemos
Si tú me deseas y yo a ti también
Hace rato te quiero comer

Di qué vas a hacer",funk pop
Anitta,Fria,"Paroles de la chanson Fria par Anitta
Tú estabas claro que no te hago bien
Pero lo prohibido da más ganas de tener
Ya te había dicho que no soy tu bebé (Tu bebé)
Pero son las malas que hacen que quieran volver (Eh, eh)

Uh, how that feel? Adicción a lo mío
'Tá buscando calor, pero yo soy el frío
Uh, how that feel? Adicción a lo mío
'Tá buscando calor, pero yo soy fría de querer

Eh, eh, eh, eh, eh
Fría de querer
Eh, eh, eh, e-eh, e-eh

I'm not tryin' to hurt you, but I see you're all in

I don't mean to be rude, but you keep on callin'
I don't do pick and choose, got too many options (Oh)
I just win, never lose, don't get too involved in
Don't wanna waste your time (Oh, no)
If we gonna cross that line (Okay)
Don't want no feelings attached
You know I'm bad, and you want it bad
You're not gonna change my mind
My heart's so cold and you ain't the first to try to get to me
Get to me

Tú estabas claro que no te hago bien
Pero lo prohibido da más ganas de tener
Ya te había dicho que no soy tu bebé
Pero son las malas que hacen que quieran volver (Eh, eh)


Uh, how that feel? Adicción a lo mío
'Tá buscando calor, pero yo soy el frío
Uh, how that feel? Adicción a lo mío
'Tá buscando calor, pero yo soy fría de querer

Eh, eh, eh, eh, eh
Fría de querer
Eh, eh, eh, eh, eh
Fría de querer
Eh, eh, eh, eh, eh, eh, eh, eh
Fría de querer
Eh, eh, eh, eh, eh
Fría de querer",funk pop
Anitta,Mil Veces,"Paroles de la chanson Mil Veces par Anitta
Ooh, ooh
Ooh, ooh

Quiero darte, darte
Pero e' prohibido, lo sé
Ya lo hemo' hecho mil vece'
Mil vece', mil, mil vece'
Voy a darte (Darte), darte (Darte)
Pero e' prohibido (Yeah, yeah), lo sé (Yeah, yeah)
Ya lo hemo' hecho mil vece' (Yeah, yeah)
En mi mente, pero hoy e' diferente

Mil, mil vece', mil, mil ve 
Mil, mil vece', mil, mil ve 
Mil, mil vece', mil, mil ve 

Mil, mil vece', mil, mil vece'

Duro, duro, dur-dur 
Dámelo duro, duro
Dame, dame, dame (Fala aí)
Duro, duro, duro
Dame, dame duro, duro (Fala aí, fala aí)
Duro, duro
Dame, dame duro
Dame duro, duro
Dame, dame, dame (Fala aí)
Duro, duro, duro
Dámelo duro, duro (Fala aí)

Quiero darte, darte
Pero e' prohibido, lo sé
Ya lo hemo' hecho (Hecho) mil vece'
Mil vece', mil, mil vece'

Sé que te gusta que somo' así (Así)
No' vemo', lo hacemo', lowkey (Lowkey)
Y si no' llegamo' a dar (Na-na)
De mi cuarto no vamo' a salir (Na-na)
No le pongamo' condicione'
Y ¿si cambiamo' posicione'?
Tenemo' mala' intencione'
Yo tengo gana' de ti

Mil, mil vece', mil, mil ve 
Mil, mil vece', mil, mil ve (Eh-eh)
Mil, mil vece', mil, mil ve 
Mil, mil vece', mil, mil vece'

Mil, mil vece', mil, mil ve 
Yo tengo gana' de ti
Mil, mil vece', mil, mil ve 
Yeah, oh, yeah

Mil, mil vece', mil, mil ve 
Yo tengo gana' de ti
Mil, mil vece', mil, mil ve 
Whoa
Mil ve-ve-ve , mil ve-ve-ve , mil ve-ve-ve-vece'
Mil ve-ve-ve , mil ve-ve-ve , mil ve-ve-ve-ve (Ooh)
Mil ve-ve-ve , mil ve-ve-ve , mil ve-ve-ve-vece'
Mil ve-ve-ve-vece'",funk pop
Anitta,Funk Rave,"Paroles de la chanson Funk Rave par Anitta
Look at what you cannot have
Boss bitch, mulher mala, mala
Encuéntrame en el trópico
Por lo' la'o de Punta Cana
Tasty, si prueba'
Voy a que te queda'
Tasty, si prueba'
Vas a dejar tu jeva
Cai gostoso de boca
Me lleva a la locura
Con lo que tengo en el banco
Yo me compro la cura

'Toy en roce sin pose, hoy yo pago to'
Y después de las doce, a mí me gusta to'
Quiero desacato hasta la mañana

A nadie le debo explicación


Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala

Sá-sácala, tómala
Sá-sá-sácala, tómala
Sá-sá-sácala, tómala

Got that sauce
No me haga hablar que te hago llorar
Bla-bla-bla
No voy a escuchar si no es pa' pagarme


'Toy en roce sin pose, hoy yo pago to'
Y despué' de la' doce, a mí me gusta to'
Quiero desacato hasta la mañana
A nadie le debo explicación

Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala
Písala, chócala, sácala, tómala

Sá-sácala, tómala
Sá-sá-sácala, tómala
Sá-sá-sácala, tómala
Sá-sá-sá-sá-sá-sá",funk pop
U2,Beautiful Day,"The heart is a bloom
Shoots up through the stony ground
There's no room
No space to rent in this town


You're out of luck

And the reason that you had to care

The traffic is stuck

And you're not moving anywhere





You thought you'd found a friend

To take you out of this place

Someone you could lend a hand

In return for grace





It's a beautiful day

Sky falls, you feel like

It's a beautiful day

Don't let it get away





You're on the road

But you've got no destination

You're in the mud

In the maze of her imagination





You love this town

Even if that doesn't ring true

You've been all over

And it's been all over you





It's a beautiful day

Don't let it get away

It's a beautiful day





Touch me

Take me to that other place

Teach me

I know I'm not a hopeless case





See the world in green and blue

See China right in front of you

See the canyons broken by cloud

See the tuna fleets clearing the sea out

See the Bedouin fires at night

See the oil fields at first light

And see the bird with a leaf in her mouth

After the flood all the colors came out





It was a beautiful day

Don't let it get away

Beautiful day





Touch me

Take me to that other place

Reach me

I know I'm not a hopeless case





What you don't have you don't need it now

What you don't know you can feel it somehow

What you don't have you don't need it now

Don't need it now

Was a beautiful day",pop
U2,Pride,"One man come in the name of love
One man come and go
One come he to justify
One man to overthrow

In the name of love

What more in the name of love

In the name of love

What more your name of love



One man caught on a barbed wire fence

One man he resist

One man washed on an empty beach

One man betrayed with a kiss



In the name of love

What more in the name of love

In the name of love

What more in the name of love



Early mornin, April four

Shot rings out in the Memphis sky

Free at last

They took your life

They could not take your pride



In the name of love

What more in the name of love

In the name of love

What more in the name of love



In the name of love

What more in the name of love

In the name of love

What more in the name of love",pop
Lana Del Rey,Summertime Sadness,"Kiss me hard before you go
Summertime sadness
I just wanted you to know
That, baby, you're the best
I got my red dress on tonight

Dancing in the dark in the pale moonlight

Done my hair up real big beauty queen style

High heels off, I'm feeling alive



Oh, my God, I feel it in the air

Telephone wires above are sizzling like a snare

Honey, I'm on fire, I feel it everywhere

Nothing scares me anymore



(1, 2, 3, 4)



Kiss me hard before you go

Summertime sadness

I just wanted you to know

That, baby, you're the best



I've got that summertime, summertime sadness

S-s-summertime, summertime sadness

Got that summertime, summertime sadness

Oh, oh, oh, oh, oh



I'm feelin' electric tonight

Cruising down the coast goin' 'bout 99

Got my bad baby by my heavenly side

I know if I go, I'll die happy tonight



Oh, my God, I feel it in the air

Telephone wires above are sizzling like a snare

Honey, I'm on fire, I feel it everywhere

Nothing scares me anymore



(1, 2, 3, 4)



Kiss me hard before you go

Summertime sadness

I just wanted you to know

That, baby, you're the best



I've got that summertime, summertime sadness

S-s-summertime, summertime sadness

Got that summertime, summertime sadness

Oh, oh, oh, oh, oh



I think I'll miss you forever

Like the stars miss the sun in the morning sky

Later's better than never

Even if you're gone I'm gonna drive (drive, drive)



I've got that summertime, summertime sadness

S-s-summertime, summertime sadness

Got that summertime, summertime sadness

Oh, oh, oh, oh, oh



Kiss me hard before you go

Summertime sadness

I just wanted you to know

That, baby, you're the best



I've got that summertime, summertime sadness

S-s-summertime, summertime sadness

Got that summertime, summertime sadness

Oh, oh, oh, oh, oh",rock
Lana Del Rey,Say Yes To Heaven,"If you dance, I'll dance
And if you don't, I'll dance anyway
Give peace a chance
Let the fear you have fall away
I've got my eye on you

I've got my eye on you



Say yes to Heaven

Say yes to me

Say yes to Heaven

Say yes to me



If you go, I'll stay

You come back, I'll be right here

Like a barge at sea

In the storm, I stay clear



'Cause I've got my mind on you

I've got my mind on you



Say yes to Heaven

Say yes to me

Say yes to Heaven

Say yes to me



If you dance, I'll dance

I'll put my red dress on, get it on

And if you fight, I'll fight

It doesn't matter now, it's all gone



I've got my mind on you

I got my mind on you



Say yes to Heaven

Say yes to me

Say yes to Heaven

Say yes to me



I've got my eye on you

I've got my eye on you, mm

I've got my eye on you

I've got my eye on you",rock
Lana Del Rey,Video Games,"Swinging in the backyard
Pull up in your fast car
Whistling my name
Open up a beer
And you say get over here

And play a video game



I'm in his favorite sun dress

Watching me get undressed

Take that body downtown



I say you the bestest

Lean in for a big kiss

Put his favorite perfume on



Go play a video game



It's you, it's you, it's all for you

Everything I do

I tell you all the time

Heaven is a place on earth with you

Tell me all the things you want to do

I heard that you like the bad girls

Honey, is that true?

It's better than I ever even knew

They say that the world was built for two

Only worth living if somebody is loving you

Baby now you do



Singing in the old bars

Swinging with the old stars

Living for the fame



Kissing in the blue dark

Playing pool and wild darts

Video games



He holds me in his big arms

Drunk and I am seeing stars

This is all I think of



Watching all our friends fall

In and out of Old Paul's

This is my idea of fun

Playing video games



It's you, it's you, it's all for you

Everything I do

I tell you all the time

Heaven is a place on earth with you

Tell me all the things you want to do

I heard that you like the bad girls

Honey, is that true?

It's better than I ever even knew

They say that the world was built for two

Only worth living if somebody is loving you

Baby now you do



(Now you do)



It's you, it's you, it's all for you

Everything I do

I tell you all the time

Heaven is a place on earth with you

Tell me all the things you want to do

I heard that you like the bad girls

Honey, is that true?

It's better than I ever even knew

They say that the world was built for two

Only worth living if somebody is loving you

Baby now you do",rock
Lana Del Rey,Born To Die,"Feet don't fail me now
Take me to the finish line
All my heart, it breaks every step that I take
But I'm hoping that the gates,
They'll tell me that you're mine
Walking through the city streets

Is it by mistake or design?

I feel so alone on a friday night

Can you make it feel like home, if I tell you you're mine

It's like I told you honey



Don't make me sad, don't make me cry

Sometimes love's not enough when the road gets tough

I don't know why

Keep making me laugh,

Let's go get high

Road's long, we carry on

Try to have fun in the meantime



Come and take a walk on the wild side

Let me kiss you hard in the pouring rain

You like your girls insane

Choose your last words

This is the last time

Cause you and I, we were born to die



Lost but now I am found

I can see but once I was blind

I was so confused as a little child

Tried to take what I could get

Scared that I couldn't find

All the answers, honey



Don't make me sad, don't make me cry

Sometimes love's not enough when the road gets tough

I don't know why

Keep making me laugh,



Let's go get high

Road's long, we carry on

Try to have fun in the meantime



Come and take a walk on the wild side

Let me kiss you hard in the pouring rain

You like your girls insane

Choose your last words,

This is the last time

Cause you and I

We were born to die

We were born to die

We were born to die



Come and take a walk on the wild side

Let me kiss you hard in the pouring rain

You like your girls insane



Don't make me sad, don't make me cry

Sometimes love's not enough when the road gets tough

I don't know why

Keep making me laugh,

Let's go get high

Road's long, we carry on

Try to have fun in the meantime



Come and take a walk on the wild side

Let me kiss you hard in the pouring rain

You like your girls insane

Choose your last words

This is the last time

Cause You and I

We were born to die

We were born to die



(Merci à Lenow pour cettes paroles)",rock
Lana Del Rey,Young And Beautiful,"I've seen the world
Done it all
Had my cake now
Diamonds, brilliant
In bel air now
Hot summer nights, 

Mid july

When you and I were forever wild

The crazy days

City lights

The way you'd play with me like a child



Will you still love me

When I'm no longer young and beautiful?

Will you still love me

When I've got nothing but my aching soul?

I know you will

I know you will

I know that you will

Will you still love me 

When I'm no longer beautiful?



I've seen the world, lit it up

As my stage now

Changeling angels in a new age now

Hot summer days

Rock 'n' roll

The way you play for me at your show

And all the ways 

I got to know

Your pretty face and electric soul



Will you still love me

When I'm no longer young and beautiful?

Will you still love me

When I've got nothing but my aching soul?

I know you will

I know you will

I know that you will

Will you still love me

When I'm no longer beautiful?



Dear lord, when I get to heaven

Please let me bring my man

When he comes tell me that you'll let him

Father tell me if you can

All that grace

All that body

All that face

Makes me wanna party

He's my sun

He makes me shine like diamonds



And will you still love me

When I'm no longer young and beautiful?

Will you still love me

When I've got nothing but my aching soul?

I know you will

I know you will

I know that you will

Will you still love me 

When I'm no longer beautiful?

Will you still love me

When I'm no longer beautiful?

Will you still love me

When I'm not young and beautiful?",rock
Panic At The Disco,High Hopes,"Paroles de la chanson High Hopes par Panic! At The Disco
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes

Mama said
Fulfill the prophecy
Be something greater
Go make a legacy
Manifest destiny
Back in the days

We wanted everything, wanted everything
Mama said
Burn your biographies
Rewrite your history
Light up your wildest dreams
Museum victories, everyday
We wanted everything, wanted everything

Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting

Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes

Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes

Mama said
It's uphill for oddities
The stranger crusaders
Ain't ever wannabes
The weird and the novelties
Don't ever change
We wanted everything, wanted everything

Stay up on that rise
Stay up on that rise and never come down
Stay up on that rise
Stay up on that rise and never come down


Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting
They say it's all been done but they haven't seen the best of me
So I got one more run and it's gonna be a sight to see

Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes

Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million

Always had high, high hopes
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes",indie rock
Panic At The Disco,House Of Memories,"Paroles de la chanson House Of Memories par Panic! At The Disco
If you're a lover, you should know
The lonely moments just get lonelier
The longer you're in love
Than if you were alone
Memories turn into daydreams
Become a taboo
I don't want to be afraid
The deeper that I go
It takes my breath away
Soft hearts electric souls
Heart to heart and eyes to eyes
Is this taboo?

Baby we built this house
On memories
Take my picture now

Shake it til you see it
And when your fantasies
Become your legacy
Promise me a place
In your house of memories

I think of you from time to time
More than I thought I would
You were just too kind
And I was too young to know
That's all that really matters
I was a fool

Baby we built this house
On memories
Take my picture now
Shake it til you see it
And when your fantasies

Become your legacy
Promise me a place
In your house of memories

Those thoughts of
Past lovers
They'll always haunt me
I wish I
Could believe
You'd never wrong me
Then will you
Remember
Me in the same way
As I remember you

Baby we built this house
On memories
Take my picture now

Shake it til you see it
And when your fantasies
Become your legacy
Promise me a place
Baby we built this house
On memories
Take my picture now
Shake it til you see it
And when your fantasies
Become your legacy
Promise me a place
In your house of memories
In your house of memories
Promise me a place",indie rock
Panic At The Disco,Hey Look Ma I Made It,"Paroles de la chanson Hey Look Ma, I Made It par Panic! At The Disco
All my life, been hustlin'
And tonight is my appraisal
'Cause I'm a hooker sellin' songs
And my pimp's a record label
This world is full of demons
Stocks and bonds and bible traders
So I do the deed
Get up and leave
A climber and a sadist, yeah

Are you ready for the sequel?
Ain't ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless

And if you lose, boo-hoo

Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
And if it’s a dream, don't wake me, don't wake me
I said hey look ma, I made it

Friends are happy for me
Or they're honeysuckle phonies
Then they celebrate my medals
Or they wanna take my trophies
Some are loyal soldiers
While these other thorns are rosy
And if you never know who you can trust
Then trust me, you'll be lonely, oh


Are you ready for the sequel?
Ain't you ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
And if it's a dream, don't wake me, don't wake me
I said hey look ma, I made it, I made it
I said hey look ma, I made it, I made it
I see it, I want it, I take it, take it
And if it's a dream, don't wake me, don't wake me

I said hey look ma, I made it

(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin', wide awake and dreamin')
Hey look ma, I made it
(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin')
Hey look ma, I made it",indie rock
Panic At The Disco,Into The Unknown,"Ah ah oh oh oh
Ah ah oh oh oh oh oh oh
Into the unknown
Into the unknown
Into the unknown
Ah ah ah ah ah



I can hear you but I won't

Some look for trouble

While others don't

There's a thousand reasons

I should go about my day

And ignore your whispers

Which I wish would go away, ah ah oh oh

Oh oh



You're not a voice

You're just a ringing in my ear

And if I heard you, which I don't

I'm spoken for I fear

Everyone I've ever loved is here within these walls

I'm sorry, secret siren, but I'm blocking out your calls

I've had my adventure, I don't need something new

I'm afraid of what I'm risking if I follow you



Into the unknown

Into the unknown

Into the unknown



Ah ah ah ah ah

Ah ah ah ah ah oh oh



What do you want? 'Cause you've been keeping me awake

Are you here to distract me so I make a big mistake?

Or are you someone out there who's a little bit like me?

Who knows deep down I'm not where I'm meant to be?

Every day's a little harder as I feel your power grow

Don't you know there's part of me that longs to go



Into the unknown?

Into the unknown

Into the unknown



Ah ah ah ah ah

Ah ah ah ah ah

Oh oh oh



Are you out there?

Do you know me?

Can you feel me?

Can you show me?

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah



Where are you going?

Don't leave me alone

How do I follow you

Into the unknown?

Whoo!",indie rock
Imagine Dragons,Thunder,"Paroles de la chanson Thunder par Imagine Dragons
Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things
And wanna leave my own life behind
Not a yes sir, not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder

Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder, thunder
Thunder

Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
You say you're basic, you say you're easy
You're always riding in the back seat
Now I'm smiling from the stage while
You were clapping in the nose bleeds

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder

Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder
Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder

Thunder, feel the thunder
Lightning and the thunder, thunder

Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder

Thunder, feel the thunder (feel the)
Lightning and the thunder, thunder

Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder",pop rock
Imagine Dragons,Believer,"Paroles de la chanson Believer par Imagine Dragons
First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me

Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh

Your spirit up above, oh-ooh

I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...

Pain! You made me a, you made me a believer, believer

Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer

Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer",pop rock
Imagine Dragons,Radioactive,"Paroles de la chanson Radioactive par Imagine Dragons
I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals

I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive


I raise my flags, don my clothes
It's a revolution, I suppose
We're painted red to fit right in
Whoa

I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive

All systems go, the sun hasn't died

Deep in my bones, straight from inside

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive",pop rock
Imagine Dragons,Bones,"Paroles de la chanson Bones par Imagine Dragons
Gimme, gimme, gimme some time to think
I'm in the bathroom, looking at me
Face in the mirror is all I need (Ooh-ooh)
Waiting 'til the reaper takes my life
Never gonna get me out alive
I will live a thousand million lives (Ooh-ooh)

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones
I-I-I, got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones


Playin' with the stick of dynamite
It was never gray and black and white
There was never wrong 'til there was right (Ooh-ooh)
Feelin' like a boulder hurdlin'
Seein' all the vultures circlin'
Burnin' in the flames, I'm workin' in
Turnin' in the bed, it's dark in it

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (In my bones)
I-I-I, got this feeling in my soul
Go ahead and throw your stones

'Cause there's magic in my bones

'Cause there's magic in my bones

Mirror of my mind
Turnin' the pages of my life
Walkin' the path so many paced a million times
Drown out the voices in the air
Leavin' the ones that never cared
Pickin' the pieces up and building to the sky

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (Magic in my bones)

I-I-I, got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones

There goes my mind, don't mind
There goes my mind
There goes my mind, don't mind
There goes my mind
'Cause there's magic in my bones",pop rock
Imagine Dragons,Enemy,"Paroles de la chanson Enemy par Imagine Dragons
[Dan Reynolds]
Look out for yourself

[Dan Reynolds]
I wake up to the sounds of the silence that allows
For my mind to run around, with my ear up to the ground
I'm searching to behold the stories that are told
When my back is to the world that was smiling when I turned

[ Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us


[Dan Reynolds]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y
(Look out for yourself)
My enemy-y-y-y-y
(Look out for yourself)
But I'm ready

[Dan Reynolds]
Your words up on thе wall as you'rе prayin' for my fall
And the laughter in thе halls and the namеs that I've been called
I stack it in my mind, and I'm waiting for the time
When I show you what it's like to be words spit in a mic


[ Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us (Ha)

[Dan Reynolds & JID]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y
(Look out for yourself)
My enemy-y-y-y-y (Yeah)
(Look out for yourself)
Uh, look, okay

[JID]
I'm hoping that somebody pray for me
I'm praying that somebody hope for me

I'm staying where nobody 'posed to be p-p-posted
Being a wreck of emotions
Ready to go whenever just let me know
The road is long, so put the pedal into the floor
The enemy's on my trail, my energy unavailable
I'ma tell 'em, ""Hasta luego""
They wanna plot on my trot to the top
I've been outta shape, thinkin' out the box
I'm an astronaut
I blasted off the planet rock to cause catastrophe
And it matters more because I had it not
Had I thought about wreaking havoc
On an opposition, kinda shockin'
They wanted static with precision
I'm automatic quarterback
I ain't talkin' sacking, pack it
Pack it up, I don't panic, batter-batter up

Who the baddest?
It don't matter 'cause we at ya throat

[Dan Reynolds]
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy

[ Dan Reynolds]
Pray it away, I swear I'll never be a Saint, no way
My enemy
Pray it away, I swear I'll never be a Saint
(Look out for yourself)",pop rock
